tool,dataset,contract,vulnerability,label,ground_truth,predicted,outcome,source
ours,sbc,0x4b71ad9c1a84b9b643aa54fdd66e2dec96e8b152.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0x524960d55174d912768678d8c606b4d50b79d7b1.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0x561eac93c92360949ab1f1403323e6db345cbf31.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0x5aa88d2901c68fda244f1d0584400368d2c8e739.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0x610495793564aed0f9c7fc48dc4c7c9151d34fd6.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0x663e4229142a27f00bafb5d087e1e730648314c3.sol,tod,safe,0,1,FP,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0x78c2a1e91b52bca4130b6ed9edd9fbcfd4671c37.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0x7a4349a749e59a5736efb7826ee3496a2dfd5489.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0x7d09edb07d23acb532a82be3da5c17d9d85806b4.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0x806a6bd219f162442d992bdc4ee6eba1f2c5a707.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0x89c1b3807d4c67df034fffb62f3509561218d30b.sol,tod,safe,0,1,FP,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0x8c7777c45481dba411450c228cb692ac3d550344.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0x8fd1e427396ddb511533cf9abdbebd0a7e08da35.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0x941d225236464a25eb18076df7da6a91d0f95e9e.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0x958a8f594101d2c0485a52319f29b2647f2ebc06.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0x9d06cbafa865037a01d322d3f4222fa3e04e5488.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xa1fceeff3acc57d257b917e30c4df661401d6431.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xa46edd6a9a93feec36576ee5048146870ea2c3ae.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xb37f18af15bafb869a065b61fc83cfc44ed9cc27.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xb620cee6b52f96f3c6b253e6eea556aa2d214a99.sol,tod,safe,0,1,FP,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xbaa3de6504690efb064420d89e871c27065cdd52.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xbebbfe5b549f5db6e6c78ca97cac19d1fb03082c.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xd2018bfaa266a9ec0a1a84b061640faa009def76.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xd5967fed03e85d1cce44cab284695b41bc675b5c.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xdb1c55f6926e7d847ddf8678905ad871a68199d2.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xe4eabdca81e31d9acbc4af76b30f532b6ed7f3bf.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xe894d54dca59cb53fe9cbc5155093605c7068220.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xec329ffc97d75fe03428ae155fc7793431487f63.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xf2570186500a46986f3139f65afedc2afe4f445d.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xf29ebe930a539a60279ace72c707cba851a57707.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,BECToken.sol,tod,safe,0,1,FP,ours/sbc/ours_sbc_summary_details.json
ours,sbc,ERC20.sol,tod,vulnerable,1,1,TP,ours/sbc/ours_sbc_summary_details.json
ours,sbc,FibonacciBalance.sol,tod,safe,0,1,FP,ours/sbc/ours_sbc_summary_details.json
ours,sbc,FindThisHash.sol,tod,vulnerable,1,1,TP,ours/sbc/ours_sbc_summary_details.json
ours,sbc,arbitrary_location_write_simple.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,auction.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,crypto_roulette.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,dos_address.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,dos_number.sol,tod,safe,0,1,FP,ours/sbc/ours_sbc_summary_details.json
ours,sbc,dos_simple.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,eth_tx_order_dependence_minimal.sol,tod,vulnerable,1,1,TP,ours/sbc/ours_sbc_summary_details.json
ours,sbc,ether_lotto.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,etheraffle.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,etherbank.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,etherpot_lotto.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,etherstore.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,governmental_survey.sol,tod,safe,0,1,FP,ours/sbc/ours_sbc_summary_details.json
ours,sbc,guess_the_random_number.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,incorrect_constructor_name1.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,incorrect_constructor_name2.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,incorrect_constructor_name3.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,insecure_transfer.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,integer_overflow_1.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,integer_overflow_add.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,integer_overflow_benign_1.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,integer_overflow_mapping_sym_1.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,integer_overflow_minimal.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,integer_overflow_mul.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,integer_overflow_multitx_multifunc_feasible.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,integer_overflow_multitx_onefunc_feasible.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,king_of_the_ether_throne.sol,tod,safe,0,1,FP,ours/sbc/ours_sbc_summary_details.json
ours,sbc,list_dos.sol,tod,safe,0,1,FP,ours/sbc/ours_sbc_summary_details.json
ours,sbc,lottery.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,lotto.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,lottopollo.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,lucky_doubler.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,mapping_write.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,mishandled.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,modifier_reentrancy.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,multiowned_vulnerable.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,mycontract.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,name_registrar.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,odds_and_evens.sol,tod,vulnerable,1,1,TP,ours/sbc/ours_sbc_summary_details.json
ours,sbc,old_blockhash.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,open_address_lottery.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,overflow_simple_add.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,overflow_single_tx.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,parity_wallet_bug_1.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,parity_wallet_bug_2.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,phishable.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,proxy.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,random_number_generator.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,reentrance.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,reentrancy_bonus.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,reentrancy_cross_function.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,reentrancy_dao.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,reentrancy_insecure.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,reentrancy_simple.sol,tod,safe,0,1,FP,ours/sbc/ours_sbc_summary_details.json
ours,sbc,roulette.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,rubixi.sol,tod,safe,0,1,FP,ours/sbc/ours_sbc_summary_details.json
ours,sbc,send_loop.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,short_address_example.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,simple_dao.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,simple_suicide.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,timed_crowdsale.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,timelock.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,token.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,tokensalechallenge.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,unchecked_return_value.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,unprotected0.sol,tod,safe,0,0,TN,ours/sbc/ours_sbc_summary_details.json
ours,sbc,wallet_02_refund_nosub.sol,tod,safe,0,1,FP,ours/sbc/ours_sbc_summary_details.json
ours,sbc,wallet_03_wrong_constructor.sol,tod,safe,0,1,FP,ours/sbc/ours_sbc_summary_details.json
ours,sbc,wallet_04_confused_sign.sol,tod,safe,0,1,FP,ours/sbc/ours_sbc_summary_details.json
