
===== OVERFLOW / UNDERFLOW (Box domain, original source) =====
ENTRY 1 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 ExpressionStatement_3 [[-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 ExpressionStatement_3 [[-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 ExpressionStatement_4 [[-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 ExpressionStatement_4 [[-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 FunctionExit_8 [[-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 FunctionExit_8 [[-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 FunctionDefinition_9 [[-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 FunctionDefinition_9 [[-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 FunctionEntry_9 [[-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 FunctionEntry_9 [[-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 Return_1 [[-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 Return_1 [[-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 FunctionExit_9 [[-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 FunctionExit_9 [[-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 FunctionDefinition_10 [[-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 FunctionDefinition_10 [[-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 FunctionEntry_10 [[-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 FunctionEntry_10 [[-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 Return_2 [[-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 Return_2 [[-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 3 FunctionExit_10 [[-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 3 FunctionExit_10 [[-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity]]
